Subject,Grade,Strand,SubStrand,ItemType,ItemText
Environmental Activities,Grade 1,Caring for the environment,Keeping clean,KeyInquiryQuestion,How can we keep our environment clean?
Environmental Activities,Grade 1,Caring for the environment,Caring for plants,LearningOutcome,identify ways of caring for plants
Environmental Activities,Grade 1,Caring for the environment,Caring for plants,LearningOutcome,practise caring for plants
Environmental Activities,Grade 1,Caring for the environment,Caring for plants,LearningOutcome,appreciate the importance of caring for plants
Environmental Activities,Grade 1,Caring for the environment,Caring for plants,KeyInquiryQuestion,How can we care for plants?
Christian Religious Education,Grade 1,The Bible,God's Book,LearningOutcome,identify the Bible as God's book
Christian Religious Education,Grade 1,The Bible,God's Book,LearningOutcome,handle the Bible with care
Christian Religious Education,Grade 1,The Bible,God's Book,LearningOutcome,show interest in the stories from the Bible
Christian Religious Education,Grade 1,The Bible,God's Book,KeyInquiryQuestion,Why is the Bible a special book?
Christian Religious Education,Grade 1,Creation,My beautiful world,LearningOutcome,identify things created by God
Christian Religious Education,Grade 1,Creation,My beautiful world,LearningOutcome,talk about things created by God
Christian Religious Education,Grade 1,Creation,My beautiful world,LearningOutcome,show appreciation to God for creating them
Christian Religious Education,Grade 1,Creation,My beautiful world,KeyInquiryQuestion,How do we praise God for creating us?
Christian Religious Education,Grade 1,Creation,Myself,LearningOutcome,identify their body parts
Christian Religious Education,Grade 1,Creation,Myself,LearningOutcome,talk about their body parts
Christian Religious Education,Grade 1,Creation,Myself,LearningOutcome,show appreciation to God for creating them
Christian Religious Education,Grade 1,Creation,Myself,KeyInquiryQuestion,How are we wonderfully made?
Christian Religious Education,Grade 1,The life of Jesus Christ,The Birth of Jesus,LearningOutcome,narrate the story of the birth of Jesus
Christian Religious Education,Grade 1,The life of Jesus Christ,The Birth of Jesus,LearningOutcome,identify lessons learnt from the birth of Jesus
Christian Religious Education,Grade 1,The life of Jesus Christ,The Birth of Jesus,LearningOutcome,show willingness to be humble like Mary
Christian Religious Education,Grade 1,The life of Jesus Christ,The Birth of Jesus,KeyInquiryQuestion,What do we learn from the birth of Jesus?
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus my friend,LearningOutcome,explain the meaning of a friend
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus my friend,LearningOutcome,identify ways in which Jesus is a friend
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus my friend,LearningOutcome,show willingness to be a friend of Jesus
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus my friend,KeyInquiryQuestion,How is Jesus our friend?
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and His work,LearningOutcome,identify the work of Jesus
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and His work,LearningOutcome,talk about the work of Jesus
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and His work,LearningOutcome,show willingness to do the work of Jesus
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and His work,KeyInquiryQuestion,What work did Jesus do?
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and prayer,LearningOutcome,explain the meaning of prayer
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and prayer,LearningOutcome,say simple prayers
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and prayer,LearningOutcome,show willingness to pray
Christian Religious Education,Grade 1,The life of Jesus Christ,Jesus and prayer,KeyInquiryQuestion,How do we pray?
Christian Religious Education,Grade 1,The Church,The Church as a House of Prayer,LearningOutcome,explain the meaning of the church
Christian Religious Education,Grade 1,The Church,The Church as a House of Prayer,LearningOutcome,identify things done in the church
Christian Religious Education,Grade 1,The Church,The Church as a House of Prayer,LearningOutcome,show desire to go to church
Christian Religious Education,Grade 1,The Church,The Church as a House of Prayer,KeyInquiryQuestion,What do we do in church?
Christian Religious Education,Grade 1,Christian Living,Our Family,LearningOutcome,explain the meaning of a family
Christian Religious Education,Grade 1,Christian Living,Our Family,LearningOutcome,identify members of a family
Christian Religious Education,Grade 1,Christian Living,Our Family,LearningOutcome,show love for their families
Christian Religious Education,Grade 1,Christian Living,Our Family,KeyInquiryQuestion,Who are the members of our family?
Christian Religious Education,Grade 1,Christian Living,Our School,LearningOutcome,identify members of the school
Christian Religious Education,Grade 1,Christian Living,Our School,LearningOutcome,identify things done in the school
Christian Religious Education,Grade 1,Christian Living,Our School,LearningOutcome,show respect for the members of the school
Christian Religious Education,Grade 1,Christian Living,Our School,KeyInquiryQuestion,Who are the members of our school?
Creative Activities,Grade 1,Music,Singing,LearningOutcome,sing familiar songs
Creative Activities,Grade 1,Music,Singing,LearningOutcome,enjoy singing
Creative Activities,Grade 1,Music,Singing,KeyInquiryQuestion,What makes a song enjoyable?
Creative Activities,Grade 1,Music,Playing Instruments,LearningOutcome,identify musical instruments
Creative Activities,Grade 1,Music,Playing Instruments,LearningOutcome,play musical instruments
Creative Activities,Grade 1,Music,Playing Instruments,LearningOutcome,enjoy playing musical instruments
Creative Activities,Grade 1,Music,Playing Instruments,KeyInquiryQuestion,How are musical instruments played?
Creative Activities,Grade 1,Music,Creating Music,LearningOutcome,create simple rhythms
Creative Activities,Grade 1,Music,Creating Music,LearningOutcome,play simple rhythms
Creative Activities,Grade 1,Music,Creating Music,LearningOutcome,enjoy creating simple rhythms
Creative Activities,Grade 1,Music,Creating Music,KeyInquiryQuestion,How is rhythm created?
Creative Activities,Grade 1,Art,Drawing,LearningOutcome,draw from observation
Creative Activities,Grade 1,Art,Drawing,LearningOutcome,use lines and shapes
Creative Activities,Grade 1,Art,Drawing,LearningOutcome,enjoy drawing
Creative Activities,Grade 1,Art,Drawing,KeyInquiryQuestion,How are lines and shapes used in drawing?
Creative Activities,Grade 1,Art,Colouring,LearningOutcome,colour pictures
Creative Activities,Grade 1,Art,Colouring,LearningOutcome,use different colours
Creative Activities,Grade 1,Art,Colouring,LearningOutcome,enjoy colouring
Creative Activities,Grade 1,Art,Colouring,KeyInquiryQuestion,How are colours used in a picture?
Creative Activities,Grade 1,Art,Making Pictures,LearningOutcome,make a picture using shapes
Creative Activities,Grade 1,Art,Making Pictures,LearningOutcome,use different colours and shapes
Creative Activities,Grade 1,Art,Making Pictures,LearningOutcome,enjoy making pictures
Creative Activities,Grade 1,Art,Making Pictures,KeyInquiryQuestion,How is a picture made?
Creative Activities,Grade 1,Craft,Tearing,LearningOutcome,tear paper into strips
Creative Activities,Grade 1,Craft,Tearing,LearningOutcome,use torn paper to make a picture
Creative Activities,Grade 1,Craft,Tearing,LearningOutcome,enjoy tearing and pasting
Creative Activities,Grade 1,Craft,Tearing,KeyInquiryQuestion,How is a picture made by tearing and pasting?
Creative Activities,Grade 1,Craft,Modelling,LearningOutcome,model items using clay
Creative Activities,Grade 1,Craft,Modelling,LearningOutcome,use different shapes
Creative Activities,Grade 1,Craft,Modelling,LearningOutcome,enjoy modelling
Creative Activities,Grade 1,Craft,Modelling,KeyInquiryQuestion,How are items modelled?
Creative Activities,Grade 1,Craft,Making Items,LearningOutcome,make items using available materials
Creative Activities,Grade 1,Craft,Making Items,LearningOutcome,use different materials and colours
Creative Activities,Grade 1,Craft,Making Items,LearningOutcome,enjoy making items
Creative Activities,Grade 1,Craft,Making Items,KeyInquiryQuestion,How are items made?
English Language Activities,Grade 1,Listening and Speaking,Greetings,LearningOutcome,use appropriate words for greetings
English Language Activities,Grade 1,Listening and Speaking,Greetings,LearningOutcome,use polite language
English Language Activities,Grade 1,Listening and Speaking,Greetings,LearningOutcome,use appropriate gestures
English Language Activities,Grade 1,Listening and Speaking,Greetings,LearningOutcome,enjoy greeting people
English Language Activities,Grade 1,Listening and Speaking,Greetings,KeyInquiryQuestion,How should one greet people?
English Language Activities,Grade 1,Listening and Speaking,Sounds,LearningOutcome,identify vowel sounds /a/ and /e/
English Language Activities,Grade 1,Listening and Speaking,Sounds,LearningOutcome,pronounce vowel sounds /a/ and /e/ correctly
English Language Activities,Grade 1,Listening and Speaking,Sounds,LearningOutcome,use words with vowel sounds /a/ and /e/ in sentences
English Language Activities,Grade 1,Listening and Speaking,Sounds,LearningOutcome,enjoy pronouncing the sounds correctly
English Language Activities,Grade 1,Listening and Speaking,Sounds,KeyInquiryQuestion,How are the sounds /a/ and /e/ articulated?
English Language Activities,Grade 1,Reading,Reading Aloud,LearningOutcome,read letters of the alphabet aloud
English Language Activities,Grade 1,Reading,Reading Aloud,LearningOutcome,read syllables aloud
English Language Activities,Grade 1,Reading,Reading Aloud,LearningOutcome,read words aloud
English Language Activities,Grade 1,Reading,Reading Aloud,LearningOutcome,enjoy reading aloud
English Language Activities,Grade 1,Reading,Reading Aloud,KeyInquiryQuestion,How should one read aloud?
English Language Activities,Grade 1,Reading,Comprehension,LearningOutcome,read and understand sentences
English Language Activities,Grade 1,Reading,Comprehension,LearningOutcome,answer questions from sentences
English Language Activities,Grade 1,Reading,Comprehension,LearningOutcome,identify new words from sentences
English Language Activities,Grade 1,Reading,Comprehension,LearningOutcome,enjoy reading sentences
English Language Activities,Grade 1,Reading,Comprehension,KeyInquiryQuestion,How does one get meaning from sentences?
English Language Activities,Grade 1,Reading,Extensive Reading,LearningOutcome,choose a story book for extensive reading
English Language Activities,Grade 1,Reading,Extensive Reading,LearningOutcome,read a story book for enjoyment
English Language Activities,Grade 1,Reading,Extensive Reading,LearningOutcome,talk about a story book they have read
English Language Activities,Grade 1,Reading,Extensive Reading,LearningOutcome,enjoy reading extensively
English Language Activities,Grade 1,Reading,Extensive Reading,KeyInquiryQuestion,How does one talk about a story book they have read?
